ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
40850_at, 208255_s_at, 222007_s_at	FK506 binding protein 8(FKBP8)	Homo sapiens				GO:0000413~protein peptidyl-prolyl isomerization,GO:0001708~cell fate specification,GO:0006457~protein folding,GO:0006915~apoptotic process,GO:0007224~smoothened signaling pathway,GO:0016032~viral process,GO:0021904~dorsal/ventral neural tube patterning,GO:0030513~positive regulation of BMP signaling pathway,GO:0035264~multicellular organism growth,GO:0035556~intracellular signal transduction,GO:0043010~camera-type eye development,GO:0043066~negative regulation of apoptotic process,GO:0061077~chaperone-mediated protein folding,	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,GO:0031966~mitochondrial membrane,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0005515~protein binding,GO:0005528~FK506 binding,GO:0042802~identical protein binding,GO:0046872~metal ion binding,	IPR001179:Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain,IPR001440:Tetratricopeptide TPR-1,IPR011990:Tetratricopeptide-like helical,IPR013026:Tetratricopeptide repeat-containing domain,IPR013105:Tetratricopeptide TPR2,IPR019734:Tetratricopeptide repeat,IPR023114:Elongated TPR repeat-containing domain,IPR023566:Peptidyl-prolyl cis-trans isomerase, FKBP-type,				SM00028:TPR,	3D-structure,Alternative splicing,Apoptosis,Calcium,Complete proteome,Host-virus interaction,Isomerase,Isopeptide bond,Membrane,Metal-binding,Mitochondrion,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Rotamase,TPR repeat,Transmembrane,Transmembrane helix,Ubl conjugation,	chain:FK506-binding protein 8,compositionally biased region:Glu-rich,domain:PPIase FKBP-type,helix,modified residue,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,sequence conflict,sequence variant,splice variant,strand,transmembrane region,turn,
212169_at	FK506 binding protein 9(FKBP9)	Homo sapiens				GO:0000413~protein peptidyl-prolyl isomerization,GO:0006457~protein folding,GO:0061077~chaperone-mediated protein folding,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0005509~calcium ion binding,GO:0005528~FK506 binding,	IPR001179:Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain,IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR018247:EF-Hand 1, calcium-binding site,IPR023566:Peptidyl-prolyl cis-trans isomerase, FKBP-type,				SM00054:EFh,	Alternative splicing,Calcium,Complete proteome,Endoplasmic reticulum,Glycoprotein,Isomerase,Metal-binding,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Rotamase,Signal,	calcium-binding region:1,calcium-binding region:2,chain:FK506-binding protein 9,domain:EF-hand 1,domain:EF-hand 2,domain:PPIase FKBP-type 1,domain:PPIase FKBP-type 2,domain:PPIase FKBP-type 3,domain:PPIase FKBP-type 4,glycosylation site:N-linked (GlcNAc...),short sequence motif:Prevents secretion from ER,signal peptide,
219187_at	FK506 binding protein like(FKBPL)	Homo sapiens				GO:0000413~protein peptidyl-prolyl isomerization,GO:0009314~response to radiation,GO:0050821~protein stabilization,GO:0061077~chaperone-mediated protein folding,	GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0005515~protein binding,GO:0005528~FK506 binding,	IPR001440:Tetratricopeptide TPR-1,IPR011990:Tetratricopeptide-like helical,IPR013026:Tetratricopeptide repeat-containing domain,IPR019734:Tetratricopeptide repeat,IPR023566:Peptidyl-prolyl cis-trans isomerase, FKBP-type,				SM00028:TPR,	Complete proteome,Phosphoprotein,Polymorphism,Reference proteome,Repeat,TPR repeat,	chain:FK506-binding protein-like,modified residue,mutagenesis site,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,sequence conflict,sequence variant,
212025_s_at, 212024_x_at, 222065_s_at	FLII, actin remodeling protein(FLII)	Homo sapiens			Function unknown,	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007275~multicellular organism development,GO:0030036~actin cytoskeleton organization,GO:0051014~actin filament severing,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005903~brush border,GO:0005925~focal adhesion,	GO:0003779~actin binding,GO:0005515~protein binding,	IPR001611:Leucine-rich repeat,IPR003591:Leucine-rich repeat, typical subtype,IPR007122:Villin/Gelsolin,IPR007123:Gelsolin domain,IPR025875:Leucine rich repeat 4,				SM00262:GEL,SM00369:LRR_TYP,	Acetylation,Actin-binding,Activator,Alternative splicing,Cell junction,Complete proteome,Cytoplasm,Cytoskeleton,Developmental protein,Direct protein sequencing,Leucine-rich repeat,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,	chain:Protein flightless-1 homolog,compositionally biased region:Glu-rich,compositionally biased region:Poly-Ala,modified residue,mutagenesis site,region of interest:Interaction with ACTL6A,region of interest:Interaction with LRRFIP1 and LRRFIP2,repeat:Gelsolin-like 1,repeat:Gelsolin-like 2,repeat:Gelsolin-like 3,repeat:Gelsolin-like 4,repeat:Gelsolin-like 5,repeat:LRR 1,repeat:LRR 10,repeat:LRR 11,repeat:LRR 12,repeat:LRR 13,repeat:LRR 14,repeat:LRR 15,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,repeat:LRR 6,repeat:LRR 7,repeat:LRR 8,repeat:LRR 9,sequence variant,
201637_s_at, 201636_at, 201635_s_at	FMR1 autosomal homolog 1(FXR1)	Homo sapiens				GO:0006915~apoptotic process,GO:0007517~muscle organ development,GO:0017148~negative regulation of translation,GO:0030154~cell differentiation,GO:2000637~positive regulation of gene silencing by miRNA,	GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0016020~membrane,GO:0030424~axon,GO:0035770~ribonucleoprotein granule,GO:0043034~costamere,GO:0043197~dendritic spine,GO:0048471~perinuclear region of cytoplasm,	GO:0002151~G-quadruplex RNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0033592~RNA strand annealing activity,GO:0042803~protein homodimerization activity,GO:0044822~poly(A) RNA binding,GO:0046982~protein heterodimerization activity,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR008395:Agenet-like domain,IPR022034:Fragile X mental retardation protein family,	hsa03013:RNA transport,			SM00322:KH,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,Direct protein sequencing,Myogenesis,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,RNA-binding,Signal,	chain:Fragile X mental retardation syndrome- related protein 1,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Pro,domain:KH 1,domain:KH 2,helix,modified residue,region of interest:RNA-binding RGG-box,sequence conflict,sequence variant,splice variant,strand,turn,
35265_at, 203172_at	FMR1 autosomal homolog 2(FXR2)	Homo sapiens				GO:0017148~negative regulation of translation,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0016020~membrane,GO:0022625~cytosolic large ribosomal subunit,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0044822~poly(A) RNA binding,GO:0046982~protein heterodimerization activity,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR008395:Agenet-like domain,IPR022034:Fragile X mental retardation protein family,	hsa03013:RNA transport,			SM00322:KH,	3D-structure,Complete proteome,Cytoplasm,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,RNA-binding,	chain:Fragile X mental retardation syndrome- related protein 2,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Ser,domain:KH 1,domain:KH 2,helix,modified residue,sequence conflict,sequence variant,strand,
204420_at	FOS like 1, AP-1 transcription factor subunit(FOSL1)	Homo sapiens		h_ranklPathway:Bone Remodelling,		GO:0001701~in utero embryonic development,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0006935~chemotaxis,GO:0006968~cellular defense response,GO:0007296~vitellogenesis,GO:0007565~female pregnancy,GO:0007612~learning,GO:0008284~positive regulation of cell proliferation,GO:0008285~negative regulation of cell proliferation,GO:0009612~response to mechanical stimulus,GO:0009615~response to virus,GO:0009629~response to gravity,GO:0031668~cellular response to extracellular stimulus,GO:0032570~response to progesterone,GO:0034097~response to cytokine,GO:0042493~response to drug,GO:0042542~response to hydrogen peroxide,GO:0043065~positive regulation of apoptotic process,GO:0045787~positive regulation of cell cycle,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,GO:0051412~response to corticosterone,GO:0051591~response to cAMP,GO:0060674~placenta blood vessel development,GO:0061614~pri-miRNA transcription from RNA polymerase II promoter,GO:2000144~positive regulation of DNA-templated transcription, initiation,	GO:0005634~nucleus,GO:0005829~cytosol,GO:0042734~presynaptic membrane,GO:0043005~neuron projection,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000982~transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,	IPR000837:Fos transforming protein,IPR004827:Basic-leucine zipper domain,	hsa04310:Wnt signaling pathway,hsa04380:Osteoclast differentiation,hsa05166:HTLV-I infection,			SM00338:BRLZ,	Alternative splicing,Coiled coil,Complete proteome,DNA-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Fos-related antigen 1,compositionally biased region:Poly-Glu,compositionally biased region:Poly-Ser,DNA-binding region:Basic motif,domain:Leucine-zipper,
205409_at, 218880_at, 218881_s_at	FOS like 2, AP-1 transcription factor subunit(FOSL2)	Homo sapiens		h_ranklPathway:Bone Remodelling,		GO:0003334~keratinocyte development,GO:0006351~transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0008219~cell death,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048146~positive regulation of fibroblast proliferation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000982~transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003682~chromatin binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,	IPR000837:Fos transforming protein,IPR004827:Basic-leucine zipper domain,	hsa04380:Osteoclast differentiation,			SM00338:BRLZ,	Acetylation,Alternative splicing,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:Fos-related antigen 2,DNA-binding region:Basic motif,domain:Leucine-zipper,modified residue,
220852_at	FOXN3 antisense RNA 2(FOXN3-AS2)	Homo sapiens													chain:Uncharacterized protein PRO1768,
220415_at	FPGT-TNNI3K readthrough(FPGT-TNNI3K)	Homo sapiens				GO:0002027~regulation of heart rate,GO:0006468~protein phosphorylation,GO:0055117~regulation of cardiac muscle contraction,GO:0086069~bundle of His cell to Purkinje myocyte communication,GO:1903779~regulation of cardiac conduction,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0008022~protein C-terminus binding,GO:0031013~troponin I binding,GO:0046872~metal ion binding,	IPR000719:Protein kinase, catalytic domain,IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain,IPR002110:Ankyrin repeat,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	3D-structure,Alternative splicing,ANK repeat,ATP-binding,Cardiomyopathy,Coiled coil,Complete proteome,Cytoplasm,Disease mutation,Kinase,Magnesium,Metal-binding,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Repeat,Serine/threonine-protein kinase,Transferase,
212546_s_at, 212548_s_at	FRY like transcription coactivator(FRYL)	Homo sapiens				GO:0000902~cell morphogenesis,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0031175~neuron projection development,GO:0090527~actin filament reorganization,	GO:0005938~cell cortex,GO:0030427~site of polarized growth,		IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR025481:Cell morphogenesis protein C-terminal,IPR025614:Cell morphogenesis protein N-terminal,					Acetylation,Alternative splicing,Chromosomal rearrangement,Coiled coil,Complete proteome,Direct protein sequencing,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Protein furry homolog-like,modified residue,sequence variant,site:Breakpoint for insertion to form MLL-AFF4 fusion protein,splice variant,
204072_s_at, 214319_at, 214318_s_at	FRY microtubule binding protein(FRY)	Homo sapiens				GO:0000902~cell morphogenesis,GO:0031175~neuron projection development,GO:0043086~negative regulation of catalytic activity,GO:0090527~actin filament reorganization,GO:1904428~negative regulation of tubulin deacetylation,	GO:0000922~spindle pole,GO:0005815~microtubule organizing center,GO:0005938~cell cortex,GO:0030427~site of polarized growth,	GO:0004857~enzyme inhibitor activity,	IPR016024:Armadillo-type fold,IPR025481:Cell morphogenesis protein C-terminal,IPR025614:Cell morphogenesis protein N-terminal,					Complete proteome,Cytoplasm,Cytoskeleton,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Protein furry homolog,modified residue,sequence variant,transmembrane region,
209702_at	FTO, alpha-ketoglutarate dependent dioxygenase(FTO)	Homo sapiens				GO:0001659~temperature homeostasis,GO:0006307~DNA dealkylation involved in DNA repair,GO:0010883~regulation of lipid storage,GO:0035552~oxidative single-stranded DNA demethylation,GO:0035553~oxidative single-stranded RNA demethylation,GO:0040014~regulation of multicellular organism growth,GO:0042245~RNA repair,GO:0044065~regulation of respiratory system process,GO:0060612~adipose tissue development,GO:0070350~regulation of white fat cell proliferation,GO:0070989~oxidative demethylation,GO:0080111~DNA demethylation,GO:0090335~regulation of brown fat cell differentiation,	GO:0005634~nucleus,GO:0016021~integral component of membrane,GO:0016607~nuclear speck,	GO:0008198~ferrous iron binding,GO:0035515~oxidative RNA demethylase activity,GO:0035516~oxidative DNA demethylase activity,GO:0043734~DNA-N1-methyladenine dioxygenase activity,GO:1990931~RNA N6-methyladenosine dioxygenase activity,	IPR024366:Alpha-ketoglutarate-dependent dioxygenase FTO, C-terminal,IPR024367:Alpha-ketoglutarate-dependent dioxygenase FTO, catalytic domain,		612460~Obesity, susceptibility to, BMIQ14,612938~Growth retardation, developmental delay, facial dysmorphism,		SM01223:SM01223,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Dioxygenase,Disease mutation,DNA damage,DNA repair,Iron,Membrane,Metal-binding,Nucleus,Obesity,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,RNA repair,Transmembrane,Transmembrane helix,	chain:Protein fto,modified residue,sequence conflict,sequence variant,splice variant,
215744_at, 200959_at, 217370_x_at	FUS RNA binding protein(FUS)	Homo sapiens				GO:0000398~mRNA splicing, via spliceosome,GO:0071277~cellular response to calcium ion,GO:1903506~regulation of nucleic acid-templated transcription,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005844~polysome,GO:0043204~perikaryon,GO:0044327~dendritic spine head,GO:0048471~perinuclear region of cytoplasm,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003713~transcription coactivator activity,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0030331~estrogen receptor binding,GO:0031489~myosin V binding,GO:0035255~ionotropic glutamate receptor binding,GO:0042802~identical protein binding,GO:0044822~poly(A) RNA binding,GO:0046965~retinoid X receptor binding,GO:0046966~thyroid hormone receptor binding,	IPR000504:RNA recognition motif domain,IPR001876:Zinc finger, RanBP2-type,IPR012677:Nucleotide-binding, alpha-beta plait,	hsa05202:Transcriptional misregulation in cancer,	608030~Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia,614782~Tremor, hereditary essential, 4,		SM00360:RRM,SM00547:ZnF_RBZ,	3D-structure,Alternative splicing,Amyotrophic lateral sclerosis,Chromosomal rearrangement,Complete proteome,Direct protein sequencing,Disease mutation,DNA-binding,Metal-binding,Methylation,Neurodegeneration,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Proto-oncogene,Reference proteome,Repeat,RNA-binding,Zinc,Zinc-finger,	chain:RNA-binding protein FUS,compositionally biased region:Arg/Gly-rich,compositionally biased region:Gln/Gly/Ser/Tyr-rich,compositionally biased region:Gly-rich,domain:RRM,modified residue,sequence conflict,sequence variant,site:Breakpoint for translocation to form chimeric FUS/ATF1 protein,site:Breakpoint for translocation to form FUS/TLS-CHOP oncogene,splice variant,zinc finger region:RanBP2-type,
